Column 1,Date,Specimen ID,uid,alpha_est,alpha_stderr,alpha_t,alpha_p,ek_est,ek_stderr,ek_t,ek_p,rETRmax,plant ID,ETRmax,Treatment,Species,RLC Day,Lanai Side,Temperature (°C),specific growth rate,run,lunar phase
599,2021-10-11,ul3-3,2021-10-11_ul3-3,0.767,0.126,6.08,0.001,88.2,17.1,5.1,0,74.39,ul3,31.24,4-18‰,ul,1,E,27,,3,II
600,2021-10-11,ul3-4,2021-10-11_ul3-4,0.707,0.055,12.936,0,117.8,11.2,10.5,0,85.68,ul3,35.99,5-11‰,ul,1,E,27,,3,II
601,2021-10-11,hm4-1,2021-10-11_hm4-1,0.696,0.026,26.835,0,159.2,7.7,20.7,0,113.98,hm4,47.87,2-35‰,hm,1,E,27,,3,II
602,2021-10-11,hm4-2,2021-10-11_hm4-2,0.777,0.048,16.083,0,154.8,12.4,12.5,0,120.96,hm4,50.8,3-28‰,hm,1,E,27,,3,II
603,2021-10-11,hm4-3,2021-10-11_hm4-3,0.711,0.061,11.707,0,138.3,14.9,9.3,0,106.6,hm4,44.77,4-18‰,hm,1,E,27,,3,II
604,2021-10-11,hm4-4,2021-10-11_hm4-4,0.737,0.057,12.841,0,187.4,19.6,9.6,0,139.4,hm4,58.55,5-11‰,hm,1,E,27,,3,II
605,2021-10-11,ul4-1,2021-10-11_ul4-1,0.651,0.063,10.383,0,134.7,16.3,8.3,0,89.04,ul4,37.4,2-35‰,ul,1,E,27,,3,II
606,2021-10-11,ul4-2,2021-10-11_ul4-2,0.652,0.074,8.779,0,123.9,17.5,7.1,0,85.68,ul4,35.99,3-28‰,ul,1,E,27,,3,II
607,2021-10-11,ul4-3,2021-10-11_ul4-3,0.902,0.242,3.724,0.01,66.7,20.5,3.3,0,70.39,ul4,29.56,4-18‰,ul,1,E,27,,3,II
608,2021-10-11,ul4-4,2021-10-11_ul4-4,0.904,0.193,4.684,0.003,63.1,15.3,4.1,0,63.27,ul4,26.57,5-11‰,ul,1,E,27,,3,II
609,2021-10-11,hm5-1,2021-10-11_hm5-1,0.582,0.076,7.652,0,129.1,21,6.1,0,86.92,hm5,36.51,2-35‰,hm,1,E,30,,3,II
610,2021-10-11,hm5-2,2021-10-11_hm5-2,0.677,0.044,15.227,0,123.4,10,12.3,0,86.1,hm5,36.16,3-28‰,hm,1,E,30,,3,II
611,2021-10-11,hm5-3,2021-10-11_hm5-3,0.546,0.054,10.117,0,107.1,12.8,8.4,0,64.78,hm5,27.21,4-18‰,hm,1,E,30,,3,II
612,2021-10-11,hm5-4,2021-10-11_hm5-4,0.556,0.055,10.135,0,131,16.1,8.1,0,78.72,hm5,33.06,5-11‰,hm,1,E,30,,3,II
613,2021-10-11,ul5-1,2021-10-11_ul5-1,0.879,0.203,4.328,0.005,62.6,16.4,3.8,0,62.13,ul5,26.09,2-35‰,ul,1,E,30,,3,II
614,2021-10-11,ul5-2,2021-10-11_ul5-2,0.838,0.16,5.225,0.002,87.1,19.7,4.4,0,81.22,ul5,34.11,3-28‰,ul,1,E,30,,3,II
615,2021-10-11,ul5-3,2021-10-11_ul5-3,0.885,0.168,5.256,0.002,71.8,15.8,4.6,0,69.83,ul5,29.33,4-18‰,ul,1,E,30,,3,II
616,2021-10-11,ul5-4,2021-10-11_ul5-4,0.842,0.154,5.452,0.002,86,18.6,4.6,0,80.22,ul5,33.69,5-11‰,ul,1,E,30,,3,II
617,2021-10-11,hm6-1,2021-10-11_hm6-1,0.628,0.053,11.89,0,196.8,22.6,8.7,0,132.02,hm6,55.45,2-35‰,hm,1,E,30,,3,II
618,2021-10-11,hm6-2,2021-10-11_hm6-2,0.58,0.059,9.893,0,350.5,60.5,5.8,0,198.44,hm6,83.34,3-28‰,hm,1,E,30,,3,II
619,2021-10-11,hm6-3,2021-10-11_hm6-3,0.645,0.036,18.156,0,299.6,26.2,11.5,0,188.6,hm6,79.21,4-18‰,hm,1,E,30,,3,II
620,2021-10-11,hm6-4,2021-10-11_hm6-4,0.515,0.023,22.153,0,332.6,25,13.3,0,159.08,hm6,66.81,5-11‰,hm,1,E,30,,3,II
621,2021-10-11,ul6-1,2021-10-11_ul6-1,0.595,0.065,9.162,0,89.5,11.6,7.7,0,55.86,ul6,23.46,2-35‰,ul,1,E,30,,3,II
622,2021-10-11,ul6-2,2021-10-11_ul6-2,0.407,0.006,69.909,0,183.1,3.5,52.3,0,73.8,ul6,31,3-28‰,ul,1,E,30,,3,II
623,2021-10-11,ul6-3,2021-10-11_ul6-3,0.494,0.08,6.176,0.001,85.8,16.4,5.2,0,47.04,ul6,19.76,4-18‰,ul,1,E,30,,3,II
624,2021-10-11,ul6-4,2021-10-11_ul6-4,0.564,0.041,13.633,0,107.8,9.6,11.3,0,61.74,ul6,25.93,5-11‰,ul,1,E,30,,3,II
625,2021-10-15,hm6-1,2021-10-15_hm6-1,1.07,0.467,2.292,0.062,38.7,18.3,2.1,0.1,51.66,hm6,21.7,2-35‰,hm,5,E,30,,3,II
626,2021-10-15,hm6-2,2021-10-15_hm6-2,1.212,0.787,1.541,0.174,30.3,20.8,1.5,0.2,47.56,hm6,19.98,3-28‰,hm,5,E,30,,3,II
627,2021-10-15,hm6-3,2021-10-15_hm6-3,0.888,0.191,4.64,0.004,43.2,10.2,4.2,0,41,hm6,17.22,4-18‰,hm,5,E,30,,3,II
628,2021-10-15,hm6-4,2021-10-15_hm6-4,0.717,0.284,2.528,0.045,56.5,25.1,2.2,0.1,50.62,hm6,21.26,5-11‰,hm,5,E,30,,3,II
629,2021-10-15,ul6-1,2021-10-15_ul6-1,1.205,0.842,1.431,0.202,31,22.9,1.4,0.2,45.31,ul6,19.03,2-35‰,ul,5,E,30,,3,II
630,2021-10-15,ul6-2,2021-10-15_ul6-2,0.792,0.175,4.517,0.004,64.5,16.3,4,0,58.14,ul6,24.42,3-28‰,ul,5,E,30,,3,II
631,2021-10-15,ul6-3,2021-10-15_ul6-3,0.85,0.205,4.14,0.006,63.3,17.4,3.6,0,60.42,ul6,25.38,4-18‰,ul,5,E,30,,3,II
632,2021-10-15,ul6-4,2021-10-15_ul6-4,0.852,0.154,5.517,0.001,82,17.4,4.7,0,76.86,ul6,32.28,5-11‰,ul,5,E,30,,3,II
633,2021-10-15,hm1-1,2021-10-15_hm1-1,0.712,0.059,11.99,0,77.7,7.6,10.3,0,58.22,hm1,24.45,2-35‰,hm,5,E,20,,3,II
634,2021-10-15,hm1-2,2021-10-15_hm1-2,0.861,0.099,8.735,0,60.5,7.9,7.7,0,54.94,hm1,23.07,3-28‰,hm,5,E,20,,3,II
635,2021-10-15,hm1-3,2021-10-15_hm1-3,0.791,0.082,9.627,0,60.6,7.1,8.5,0,50.84,hm1,21.35,4-18‰,hm,5,E,20,,3,II
636,2021-10-15,hm1-4,2021-10-15_hm1-4,0.914,0.229,4,0.007,50.4,14,3.6,0,53.3,hm1,22.39,5-11‰,hm,5,E,20,,3,II
637,2021-10-15,ul1-1,2021-10-15_ul1-1,1.003,0.449,2.233,0.067,46.5,23,2,0.1,56.72,ul1,23.82,2-35‰,ul,5,E,20,,3,II
638,2021-10-15,ul1-2,2021-10-15_ul1-2,1.107,0.498,2.225,0.068,43.6,21.4,2,0.1,58.14,ul1,24.42,3-28‰,ul,5,E,20,,3,II
639,2021-10-15,ul1-3,2021-10-15_ul1-3,0.896,0.205,4.361,0.005,70.5,18.6,3.8,0,71.25,ul1,29.92,4-18‰,ul,5,E,20,,3,II
640,2021-10-15,ul1-4,2021-10-15_ul1-4,0.959,0.313,3.067,0.022,56.5,20.7,2.7,0,63.55,ul1,26.69,5-11‰,ul,5,E,20,,3,II
641,2021-10-15,hm2-1,2021-10-15_hm2-1,0.822,0.054,15.325,0,106.2,8.4,12.7,0,92.66,hm2,38.92,2-35‰,hm,5,E,20,,3,II
642,2021-10-15,hm2-2,2021-10-15_hm2-2,0.772,0.13,5.954,0.001,95.3,19.1,5,0,85.28,hm2,35.82,3-28‰,hm,5,E,20,,3,II
643,2021-10-15,hm2-3,2021-10-15_hm2-3,0.577,0.06,9.606,0,121.3,15.6,7.8,0,78.72,hm2,33.06,4-18‰,hm,5,E,20,,3,II
644,2021-10-15,hm2-4,2021-10-15_hm2-4,0.519,0.082,6.297,0.001,164.8,34.1,4.8,0,100.86,hm2,42.36,5-11‰,hm,5,E,20,,3,II
645,2021-10-15,ul2-1,2021-10-15_ul2-1,0.804,0.116,6.942,0,95.5,16.4,5.8,0,82.74,ul2,34.75,2-35‰,ul,5,E,20,,3,II
646,2021-10-15,ul2-2,2021-10-15_ul2-2,0.819,0.108,7.567,0,87,13.6,6.4,0,76.86,ul2,32.28,3-28‰,ul,5,E,20,,3,II
647,2021-10-15,ul2-3,2021-10-15_ul2-3,0.689,0.025,27.075,0,152.1,7.2,21.1,0,102.5,ul2,43.05,4-18‰,ul,5,E,20,,3,II
648,2021-10-15,ul2-4,2021-10-15_ul2-4,0.682,0.041,16.532,0,162.7,12.8,12.7,0,109.2,ul2,45.86,5-11‰,ul,5,E,20,,3,II
649,2021-10-15,hm3-1,2021-10-15_hm3-1,0.541,0.077,7.052,0,108.6,18.7,5.8,0,66.42,hm3,27.9,2-35‰,hm,5,E,27,,3,II
650,2021-10-15,hm3-2,2021-10-15_hm3-2,0.799,0.235,3.4,0.014,54.4,17.9,3,0,52.44,hm3,22.02,3-28‰,hm,5,E,27,,3,II
651,2021-10-15,hm3-3,2021-10-15_hm3-3,0.888,0.148,5.986,0.001,43.2,7.9,5.5,0,41.82,hm3,17.56,4-18‰,hm,5,E,27,,3,II
652,2021-10-15,hm3-4,2021-10-15_hm3-4,0.749,0.328,2.284,0.062,66.6,33.4,2,0.1,72.16,hm3,30.31,5-11‰,hm,5,E,27,,3,II
653,2021-10-15,ul3-1,2021-10-15_ul3-1,0.755,0.083,9.061,0,103.5,13.8,7.5,0,84,ul3,35.28,2-35‰,ul,5,E,27,,3,II
654,2021-10-15,ul3-2,2021-10-15_ul3-2,0.454,0.046,9.89,0,119,14.8,8,0,55.44,ul3,23.28,3-28‰,ul,5,E,27,,3,II
655,2021-10-15,ul3-3,2021-10-15_ul3-3,0.721,0.059,12.179,0,103.9,10.3,10.1,0,79.38,ul3,33.34,4-18‰,ul,5,E,27,,3,II
656,2021-10-15,ul3-4,2021-10-15_ul3-4,0.683,0.025,27.167,0,155.8,7.4,21.1,0,104.96,ul3,44.08,5-11‰,ul,5,E,27,,3,II
657,2021-10-15,hm4-1,2021-10-15_hm4-1,0.768,0.156,4.932,0.003,87,20.8,4.2,0,79.54,hm4,33.41,2-35‰,hm,5,E,27,,3,II
658,2021-10-15,hm4-2,2021-10-15_hm4-2,0.707,0.098,7.236,0,72.6,11.6,6.3,0,59.04,hm4,24.8,3-28‰,hm,5,E,27,,3,II
659,2021-10-15,hm4-3,2021-10-15_hm4-3,0.823,0.118,6.947,0,72,12,6,0,68.06,hm4,28.59,4-18‰,hm,5,E,27,,3,II
660,2021-10-15,hm4-4,2021-10-15_hm4-4,0.739,0.152,4.861,0.003,60.6,14.1,4.3,0,52.48,hm4,22.04,5-11‰,hm,5,E,27,,3,II
661,2021-10-15,ul4-1,2021-10-15_ul4-1,0.929,0.216,4.311,0.005,61.8,16.3,3.8,0,65.27,ul4,27.41,2-35‰,ul,5,E,27,,3,II
662,2021-10-15,ul4-2,2021-10-15_ul4-2,0.985,0.337,2.926,0.026,57.8,22.3,2.6,0,67.83,ul4,28.49,3-28‰,ul,5,E,27,,3,II
663,2021-10-15,ul4-3,2021-10-15_ul4-3,0.823,0.137,5.989,0.001,65.1,12.4,5.2,0,58.71,ul4,24.66,4-18‰,ul,5,E,27,,3,II
664,2021-10-15,ul4-4,2021-10-15_ul4-4,0.818,0.105,7.756,0,93.4,14.3,6.5,0,83.58,ul4,35.1,5-11‰,ul,5,E,27,,3,II
665,2021-10-15,hm5-1,2021-10-15_hm5-1,0.711,0.192,3.702,0.01,58.4,17.8,3.3,0,52.48,hm5,22.04,2-35‰,hm,5,E,30,,3,II
666,2021-10-15,hm5-2,2021-10-15_hm5-2,0.76,0.139,5.468,0.002,82.3,17.7,4.7,0,71.34,hm5,29.96,3-28‰,hm,5,E,30,,3,II
667,2021-10-15,hm5-3,2021-10-15_hm5-3,1.709,2.848,0.6,0.57,19.4,33,0.6,0.6,45.92,hm5,19.29,4-18‰,hm,5,E,30,,3,II
668,2021-10-15,hm5-4,2021-10-15_hm5-4,2.495,10.613,0.235,0.822,13.3,56.8,0.2,0.8,39.6,hm5,16.63,5-11‰,hm,5,E,30,,3,II
669,2021-10-15,ul5-1,2021-10-15_ul5-1,1.286,1.01,1.273,0.25,32.1,26.8,1.2,0.3,51.02,ul5,21.43,2-35‰,ul,5,E,30,,3,II
670,2021-10-15,ul5-2,2021-10-15_ul5-2,0.945,0.382,2.473,0.048,49.3,22.1,2.2,0.1,55.58,ul5,23.34,3-28‰,ul,5,E,30,,3,II
671,2021-10-15,ul5-3,2021-10-15_ul5-3,0.825,0.088,9.393,0,88.1,11.1,8,0,76.86,ul5,32.28,4-18‰,ul,5,E,30,,3,II
672,2021-10-15,ul5-4,2021-10-15_ul5-4,0.75,0.085,8.844,0,103.8,14.2,7.3,0,83.58,ul5,35.1,5-11‰,ul,5,E,30,,3,II
673,2021-10-19,hm4-1,2021-10-19_hm4-1,1.004,0.267,3.764,0.009,41.5,12,3.5,0,50.02,hm4,21.01,2-35‰,hm,9,E,27,3.201,3,III
674,2021-10-19,hm4-2,2021-10-19_hm4-2,0.585,0.178,3.292,0.017,71.4,25,2.9,0,55.76,hm4,23.42,3-28‰,hm,9,E,27,2.988,3,III
675,2021-10-19,hm4-3,2021-10-19_hm4-3,0.834,0.25,3.335,0.016,38.3,12.4,3.1,0,38.54,hm4,16.19,4-18‰,hm,9,E,27,4.479,3,III
676,2021-10-19,hm4-4,2021-10-19_hm4-4,0.749,0.298,2.517,0.045,35.5,15.1,2.3,0.1,31.25,hm4,13.12,5-11‰,hm,9,E,27,1.792,3,III
677,2021-10-19,ul4-1,2021-10-19_ul4-1,1.548,2.426,0.638,0.547,24.9,40.4,0.6,0.6,49.59,ul4,20.83,2-35‰,ul,9,E,27,3.888,3,III
678,2021-10-19,ul4-2,2021-10-19_ul4-2,1.044,0.447,2.334,0.058,49.8,23.7,2.1,0.1,63.27,ul4,26.57,3-28‰,ul,9,E,27,5.565,3,III
679,2021-10-19,ul4-3,2021-10-19_ul4-3,0.812,0.167,4.862,0.003,68.5,16.2,4.2,0,62.7,ul4,26.33,4-18‰,ul,9,E,27,0.812,3,III
680,2021-10-19,ul4-4,2021-10-19_ul4-4,0.778,0.083,9.391,0,104.6,13.4,7.8,0,86.52,ul4,36.34,5-11‰,ul,9,E,27,5.973,3,III
681,2021-10-19,hm5-1,2021-10-19_hm5-1,1.27,2.713,0.468,0.656,17.9,38.9,0.5,0.7,31.98,hm5,13.43,2-35‰,hm,9,E,30,5.236,3,III
682,2021-10-19,hm5-2,2021-10-19_hm5-2,0.68,0.335,2.034,0.088,41.3,22.1,1.9,0.1,37.72,hm5,15.84,3-28‰,hm,9,E,30,3.988,3,III
683,2021-10-19,hm5-3,2021-10-19_hm5-3,0.633,0.257,2.461,0.049,48.6,21.9,2.2,0.1,40.18,hm5,16.88,4-18‰,hm,9,E,30,4.31,3,III
684,2021-10-19,hm5-4,2021-10-19_hm5-4,0.736,0.296,2.484,0.048,42.1,18.5,2.3,0.1,41,hm5,17.22,5-11‰,hm,9,E,30,4.153,3,III
685,2021-10-19,ul5-1,2021-10-19_ul5-1,1.096,0.471,2.325,0.059,42.7,20.1,2.1,0.1,56.15,ul5,23.58,2-35‰,ul,9,E,30,1.779,3,III
686,2021-10-19,ul5-2,2021-10-19_ul5-2,0.73,0.396,1.842,0.115,46.6,27.9,1.7,0.1,45.92,ul5,19.29,3-28‰,ul,9,E,30,3.677,3,III
687,2021-10-19,ul5-3,2021-10-19_ul5-3,0.833,0.131,6.379,0.001,70.6,12.8,5.5,0,63.55,ul5,26.69,4-18‰,ul,9,E,30,3.746,3,III
688,2021-10-19,ul5-4,2021-10-19_ul5-4,0.836,0.15,5.589,0.001,74.1,15.4,4.8,0,68.04,ul5,28.58,5-11‰,ul,9,E,30,5.34,3,III
689,2021-10-19,hm6-1,2021-10-19_hm6-1,0.622,0.261,2.379,0.055,50.6,23.7,2.1,0.1,42.64,hm6,17.91,2-35‰,hm,9,E,30,2.006,3,III
690,2021-10-19,hm6-2,2021-10-19_hm6-2,0.741,0.155,4.779,0.003,42.1,9.6,4.4,0,36.08,hm6,15.15,3-28‰,hm,9,E,30,2.676,3,III
691,2021-10-19,hm6-3,2021-10-19_hm6-3,0.877,1.035,0.847,0.43,31.1,38.9,0.8,0.5,44.28,hm6,18.6,4-18‰,hm,9,E,30,-3.133,3,III
692,2021-10-19,hm6-4,2021-10-19_hm6-4,0.375,0.108,3.465,0.013,103.4,36,2.9,0,52.48,hm6,22.04,5-11‰,hm,9,E,30,-0.956,3,III
693,2021-10-19,ul6-1,2021-10-19_ul6-1,3.491,1224.727,0.003,0.998,7.5,2623.6,0,1,36.1,ul6,15.16,2-35‰,ul,9,E,30,4.007,3,III
694,2021-10-19,ul6-2,2021-10-19_ul6-2,1.103,0.72,1.531,0.177,37.3,26.3,1.4,0.2,51.02,ul6,21.43,3-28‰,ul,9,E,30,5.219,3,III
695,2021-10-19,ul6-3,2021-10-19_ul6-3,1.054,0.575,1.835,0.116,39.2,23.1,1.7,0.1,49.4,ul6,20.75,4-18‰,ul,9,E,30,6.034,3,III
696,2021-10-19,ul6-4,2021-10-19_ul6-4,0.849,0.18,4.726,0.003,67.7,16.4,4.1,0,64.12,ul6,26.93,5-11‰,ul,9,E,30,5.794,3,III
697,2021-10-19,hm1-1,2021-10-19_hm1-1,0.494,0.04,12.397,0,108.1,10.6,10.2,0,58.22,hm1,24.45,2-35‰,hm,9,E,20,2.82,3,III
698,2021-10-19,hm1-2,2021-10-19_hm1-2,0.467,0.073,6.373,0.001,118.1,22.8,5.2,0,63.96,hm1,26.86,3-28‰,hm,9,E,20,3.189,3,III
699,2021-10-19,hm1-3,2021-10-19_hm1-3,0.642,0.176,3.648,0.011,60.2,18.7,3.2,0,50.02,hm1,21.01,4-18‰,hm,9,E,20,2.377,3,III
700,2021-10-19,hm1-4,2021-10-19_hm1-4,0.916,0.475,1.93,0.102,36.8,20.5,1.8,0.1,38.64,hm1,16.23,5-11‰,hm,9,E,20,2.746,3,III
701,2021-10-19,ul1-1,2021-10-19_ul1-1,0.853,0.188,4.54,0.004,68,17.2,4,0,64.98,ul1,27.29,2-35‰,ul,9,E,20,-1.099,3,III
702,2021-10-19,ul1-2,2021-10-19_ul1-2,1.064,0.547,1.946,0.1,40.3,22.5,1.8,0.1,51.02,ul1,21.43,3-28‰,ul,9,E,20,0.726,3,III
703,2021-10-19,ul1-3,2021-10-19_ul1-3,0.762,0.101,7.576,0,92.5,14.5,6.4,0,76.44,ul1,32.1,4-18‰,ul,9,E,20,1.503,3,III
704,2021-10-19,ul1-4,2021-10-19_ul1-4,0.815,0.16,5.082,0.002,74.3,16.9,4.4,0,66.97,ul1,28.13,5-11‰,ul,9,E,20,1.973,3,III
705,2021-10-19,hm2-1,2021-10-19_hm2-1,0.699,0.056,12.456,0,131.2,13.1,10,0,94.08,hm2,39.51,2-35‰,hm,9,E,20,1.489,3,III
706,2021-10-19,hm2-2,2021-10-19_hm2-2,0.811,0.145,5.58,0.001,59.2,12,4.9,0,53.34,hm2,22.4,3-28‰,hm,9,E,20,2.428,3,III
707,2021-10-19,hm2-3,2021-10-19_hm2-3,0.659,0.195,3.388,0.015,70.5,24,2.9,0,55.76,hm2,23.42,4-18‰,hm,9,E,20,1.905,3,III
708,2021-10-19,hm2-4,2021-10-19_hm2-4,0.62,0.059,10.492,0,109.8,12.7,8.6,0,70.52,hm2,29.62,5-11‰,hm,9,E,20,0.768,3,III
709,2021-10-19,ul2-1,2021-10-19_ul2-1,0.887,0.215,4.114,0.006,66.9,18.6,3.6,0,67.55,ul2,28.37,2-35‰,ul,9,E,20,5.576,3,III
710,2021-10-19,ul2-2,2021-10-19_ul2-2,0.796,0.104,7.684,0,82.9,12.7,6.6,0,70.39,ul2,29.56,3-28‰,ul,9,E,20,3.986,3,III
711,2021-10-19,ul2-3,2021-10-19_ul2-3,0.704,0.036,19.654,0,125.4,7.9,15.9,0,89.46,ul2,37.57,4-18‰,ul,9,E,20,3.837,3,III
712,2021-10-19,ul2-4,2021-10-19_ul2-4,0.698,0.06,11.617,0,117.4,12.4,9.5,0,85.26,ul2,35.81,5-11‰,ul,9,E,20,6.278,3,III
713,2021-10-19,hm3-1,2021-10-19_hm3-1,0.712,0.085,8.392,0,63.9,8.7,7.4,0,50.84,hm3,21.35,2-35‰,hm,9,E,27,3.994,3,III
714,2021-10-19,hm3-2,2021-10-19_hm3-2,0.849,0.241,3.519,0.013,49.3,15.5,3.2,0,48.74,hm3,20.47,3-28‰,hm,9,E,27,2.664,3,III
715,2021-10-19,hm3-3,2021-10-19_hm3-3,0.762,0.169,4.516,0.004,51.8,12.8,4,0,47.56,hm3,19.98,4-18‰,hm,9,E,27,3.152,3,III
716,2021-10-19,hm3-4,2021-10-19_hm3-4,0.896,0.316,2.837,0.03,53.6,21.1,2.5,0,54.53,hm3,22.9,5-11‰,hm,9,E,27,2.933,3,III
717,2021-10-19,ul3-1,2021-10-19_ul3-1,0.79,0.107,7.404,0,88.4,14.1,6.3,0,76.02,ul3,31.93,2-35‰,ul,9,E,27,2.019,3,III
718,2021-10-19,ul3-2,2021-10-19_ul3-2,0.425,0.035,12.215,0,105.8,10.5,10.1,0,47.04,ul3,19.76,3-28‰,ul,9,E,27,1.323,3,III
719,2021-10-19,ul3-3,2021-10-19_ul3-3,0.749,0.074,10.196,0,91,10.6,8.6,0,73.08,ul3,30.69,4-18‰,ul,9,E,27,5.443,3,III
720,2021-10-19,ul3-4,2021-10-19_ul3-4,0.708,0.037,18.893,0,118.6,7.7,15.4,0,85.26,ul3,35.81,5-11‰,ul,9,E,27,5.289,3,III
721,2021-10-21,hm1-1,2021-10-21_hm1-1,0.693,0.069,9.997,0,124.5,15.4,8.1,0,89.04,hm1,37.4,2-35‰,hm,1,D,20,,3,III
722,2021-10-21,hm1-2,2021-10-21_hm1-2,0.852,0.101,8.421,0,78.1,10.8,7.2,0,73.8,hm1,31,3-28‰,hm,1,D,20,,3,III
723,2021-10-21,hm1-3,2021-10-21_hm1-3,0.763,0.173,4.4,0.005,96.2,26.1,3.7,0,91.02,hm1,38.23,4-18‰,hm,1,D,20,,3,III
724,2021-10-21,hm1-4,2021-10-21_hm1-4,0.506,0.054,9.319,0,122.5,16.2,7.6,0,65.52,hm1,27.52,5-11‰,hm,1,D,20,,3,III
725,2021-10-21,ul1-1,2021-10-21_ul1-1,0.853,0.272,3.138,0.02,49.5,17.5,2.8,0,48.45,ul1,20.35,2-35‰,ul,1,D,20,,3,III
726,2021-10-21,ul1-2,2021-10-21_ul1-2,0.928,0.453,2.051,0.086,36.2,19,1.9,0.1,39.52,ul1,16.6,3-28‰,ul,1,D,20,,3,III
727,2021-10-21,ul1-3,2021-10-21_ul1-3,0.778,0.09,8.66,0,90.9,12.4,7.3,0,76.02,ul1,31.93,4-18‰,ul,1,D,20,,3,III
728,2021-10-21,ul1-4,2021-10-21_ul1-4,0.807,0.226,3.563,0.012,57.4,18.2,3.2,0,53.01,ul1,22.26,5-11‰,ul,1,D,20,,3,III
729,2021-10-21,hm2-1,2021-10-21_hm2-1,0.358,0.066,5.389,0.002,200.1,50.8,3.9,0,84.46,hm2,35.47,2-35‰,hm,1,D,20,,3,III
730,2021-10-21,hm2-2,2021-10-21_hm2-2,0.615,0.12,5.117,0.002,97.6,22.8,4.3,0,72.16,hm2,30.31,3-28‰,hm,1,D,20,,3,III
731,2021-10-21,hm2-3,2021-10-21_hm2-3,0.163,0.05,3.233,0.018,301.8,148.4,2,0.1,59.04,hm2,24.8,4-18‰,hm,1,D,20,,3,III
732,2021-10-21,hm2-4,2021-10-21_hm2-4,0.504,0.096,5.256,0.002,118.8,27.8,4.3,0,73.8,hm2,31,5-11‰,hm,1,D,20,,3,III
733,2021-10-21,ul2-1,2021-10-21_ul2-1,0.686,0.027,25.645,0,140.3,6.9,20.3,0,93.75,ul2,39.38,2-35‰,ul,1,D,20,,3,III
734,2021-10-21,ul2-2,2021-10-21_ul2-2,0.663,0.063,10.502,0,92.3,10.4,8.8,0,65.1,ul2,27.34,3-28‰,ul,1,D,20,,3,III
735,2021-10-21,ul2-3,2021-10-21_ul2-3,0.638,0.053,11.978,0,119.2,12.2,9.7,0,80.22,ul2,33.69,4-18‰,ul,1,D,20,,3,III
736,2021-10-21,ul2-4,2021-10-21_ul2-4,0.568,0.043,13.155,0,124.4,11.7,10.6,0,70.52,ul2,29.62,5-11‰,ul,1,D,20,,3,III
737,2021-10-21,hm3-1,2021-10-21_hm3-1,0.62,0.078,7.939,0,117,18.1,6.5,0,79.54,hm3,33.41,2-35‰,hm,1,D,27,,3,III
738,2021-10-21,hm3-2,2021-10-21_hm3-2,0.63,0.139,4.533,0.004,95.5,25.1,3.8,0,75.44,hm3,31.68,3-28‰,hm,1,D,27,,3,III
739,2021-10-21,hm3-3,2021-10-21_hm3-3,0.612,0.066,9.237,0,122.8,16.4,7.5,0,83.64,hm3,35.13,4-18‰,hm,1,D,27,,3,III
740,2021-10-21,hm3-4,2021-10-21_hm3-4,0.588,0.083,7.07,0,148.6,26.8,5.5,0,101.68,hm3,42.71,5-11‰,hm,1,D,27,,3,III
741,2021-10-21,ul3-1,2021-10-21_ul3-1,0.733,0.143,5.115,0.002,67.6,15.2,4.5,0,55.01,ul3,23.1,2-35‰,ul,1,D,27,,3,III
742,2021-10-21,ul3-2,2021-10-21_ul3-2,0.65,0.07,9.345,0,95.4,12.2,7.8,0,64.98,ul3,27.29,3-28‰,ul,1,D,27,,3,III
743,2021-10-21,ul3-3,2021-10-21_ul3-3,0.839,0.3,2.8,0.031,49.4,19.6,2.5,0,49.88,ul3,20.95,4-18‰,ul,1,D,27,,3,III
744,2021-10-21,ul3-4,2021-10-21_ul3-4,0.817,0.169,4.848,0.003,74,17.7,4.2,0,67.83,ul3,28.49,5-11‰,ul,1,D,27,,3,III
745,2021-10-21,hm4-1,2021-10-21_hm4-1,0.729,0.123,5.928,0.001,91,18.2,5,0,78.72,hm4,33.06,2-35‰,hm,1,D,27,,3,III
746,2021-10-21,hm4-2,2021-10-21_hm4-2,0.802,0.087,9.202,0,86.1,11,7.8,0,77.08,hm4,32.37,3-28‰,hm,1,D,27,,3,III
747,2021-10-21,hm4-3,2021-10-21_hm4-3,0.773,0.051,15.095,0,100.5,8,12.6,0,79.8,hm4,33.52,4-18‰,hm,1,D,27,,3,III
748,2021-10-21,hm4-4,2021-10-21_hm4-4,0.638,0.076,8.432,0,110.9,16,6.9,0,81.18,hm4,34.1,5-11‰,hm,1,D,27,,3,III
749,2021-10-21,ul4-1,2021-10-21_ul4-1,0.929,0.245,3.788,0.009,44.1,12.8,3.5,0,45.6,ul4,19.15,2-35‰,ul,1,D,27,,3,III
750,2021-10-21,ul4-2,2021-10-21_ul4-2,3.862,2090.68,0.002,0.999,7.1,3844.6,0,1,37.24,ul4,15.64,3-28‰,ul,1,D,27,,3,III
751,2021-10-21,ul4-3,2021-10-21_ul4-3,0.669,0.182,3.668,0.01,38.8,11.5,3.4,0,29.64,ul4,12.45,4-18‰,ul,1,D,27,,3,III
752,2021-10-21,ul4-4,2021-10-21_ul4-4,0.864,0.247,3.502,0.013,31.7,9.6,3.3,0,31.16,ul4,13.09,5-11‰,ul,1,D,27,,3,III
